,key,values,quest_id
156,item1,Finance,9061a61c-ce95-11eb-ba30-7c67a234f601
157,item5,Education,9061a61c-ce95-11eb-ba30-7c67a234f601
158,item6,Technology (Software/ Internet),9061a61c-ce95-11eb-ba30-7c67a234f601
159,item8,Retail/ E-Commerce,9061a61c-ce95-11eb-ba30-7c67a234f601
160,item12,Marketing,9061a61c-ce95-11eb-ba30-7c67a234f601
161,item13,Communications,9061a61c-ce95-11eb-ba30-7c67a234f601
162,item9,Manufacturing,9061a61c-ce95-11eb-ba30-7c67a234f601
163,item10,Transportation,9061a61c-ce95-11eb-ba30-7c67a234f601
164,item1,Finance,9061a61d-ce95-11eb-a939-7c67a234f601
165,item3,Consulting,9061a61d-ce95-11eb-a939-7c67a234f601
166,item8,Retail/ E-Commerce,9061a61d-ce95-11eb-a939-7c67a234f601
167,item12,Marketing,9061a61d-ce95-11eb-a939-7c67a234f601
168,item13,Communications,9061a61d-ce95-11eb-a939-7c67a234f601
169,item11,Insurance,9061a61d-ce95-11eb-a939-7c67a234f601
170,item1,Finance,9061d752-ce95-11eb-afc7-7c67a234f601
171,item6,Technology (Software/ Internet),9061d752-ce95-11eb-afc7-7c67a234f601
172,item11,Insurance,9061d752-ce95-11eb-afc7-7c67a234f601
173,item3,Consulting,9061d752-ce95-11eb-afc7-7c67a234f601
174,item7,Energy,9061d752-ce95-11eb-afc7-7c67a234f601
175,item4,Public Sector/ Non-Profit Agencies,9061d752-ce95-11eb-afc7-7c67a234f601
176,item1,Finance,9061d753-ce95-11eb-967a-7c67a234f601
177,item6,Technology (Software/ Internet),9061d753-ce95-11eb-967a-7c67a234f601
178,item12,Marketing,9061d753-ce95-11eb-967a-7c67a234f601
179,item13,Communications,9061d753-ce95-11eb-967a-7c67a234f601
180,item8,Retail/ E-Commerce,9061d753-ce95-11eb-967a-7c67a234f601
181,item3,Consulting,9061d753-ce95-11eb-967a-7c67a234f601
182,item2,Healthcare,9061d754-ce95-11eb-a086-7c67a234f601
183,item6,Technology (Software/ Internet),9061d754-ce95-11eb-a086-7c67a234f601
184,item8,Retail/ E-Commerce,9061d754-ce95-11eb-a086-7c67a234f601
185,item13,Communications,9061d754-ce95-11eb-a086-7c67a234f601
186,item7,Energy,9061d754-ce95-11eb-a086-7c67a234f601
187,item12,Marketing,9061f3ee-ce95-11eb-a9d9-7c67a234f601
188,item6,Technology (Software/ Internet),9061f3ee-ce95-11eb-a9d9-7c67a234f601
189,item8,Retail/ E-Commerce,9061f3ee-ce95-11eb-a9d9-7c67a234f601
190,item6,Technology (Software/ Internet),90620452-ce95-11eb-9ec8-7c67a234f601
191,item13,Communications,90620452-ce95-11eb-9ec8-7c67a234f601
192,item12,Marketing,90620452-ce95-11eb-9ec8-7c67a234f601
193,item8,Retail/ E-Commerce,90620452-ce95-11eb-9ec8-7c67a234f601
194,item5,Education,90620452-ce95-11eb-9ec8-7c67a234f601
195,item7,Energy,90620452-ce95-11eb-9ec8-7c67a234f601
196,item8,Retail/ E-Commerce,90620453-ce95-11eb-bb57-7c67a234f601
197,item4,Public Sector/ Non-Profit Agencies,90620453-ce95-11eb-bb57-7c67a234f601
198,item3,Consulting,90620453-ce95-11eb-bb57-7c67a234f601
199,item1,Finance,90620453-ce95-11eb-bb57-7c67a234f601
200,item12,Marketing,90620453-ce95-11eb-bb57-7c67a234f601
201,item6,Technology (Software/ Internet),90621ae1-ce95-11eb-8a7d-7c67a234f601
202,item1,Finance,90621ae1-ce95-11eb-8a7d-7c67a234f601
203,item3,Consulting,90621ae1-ce95-11eb-8a7d-7c67a234f601
204,item4,Public Sector/ Non-Profit Agencies,90621ae1-ce95-11eb-8a7d-7c67a234f601
205,item5,Education,90621ae1-ce95-11eb-8a7d-7c67a234f601
206,item13,Communications,90621ae1-ce95-11eb-8a7d-7c67a234f601
207,item13,Communications,90622d22-ce95-11eb-a50b-7c67a234f601
208,item7,Energy,90622d22-ce95-11eb-a50b-7c67a234f601
209,item6,Technology (Software/ Internet),90622d22-ce95-11eb-a50b-7c67a234f601
210,item5,Education,90622d22-ce95-11eb-a50b-7c67a234f601
211,item12,Marketing,90622d22-ce95-11eb-a50b-7c67a234f601
212,item8,Retail/ E-Commerce,90622d22-ce95-11eb-a50b-7c67a234f601
213,item4,Public Sector/ Non-Profit Agencies,90622d22-ce95-11eb-a50b-7c67a234f601
214,item1,Finance,90622d23-ce95-11eb-8598-7c67a234f601
215,item6,Technology (Software/ Internet),90622d23-ce95-11eb-8598-7c67a234f601
216,item13,Communications,90622d23-ce95-11eb-8598-7c67a234f601
217,item12,Marketing,90622d23-ce95-11eb-8598-7c67a234f601
218,item8,Retail/ E-Commerce,90622d23-ce95-11eb-8598-7c67a234f601
219,item6,Technology (Software/ Internet),906241d4-ce95-11eb-a1eb-7c67a234f601
220,item4,Public Sector/ Non-Profit Agencies,906241d4-ce95-11eb-a1eb-7c67a234f601
221,item3,Consulting,906241d4-ce95-11eb-a1eb-7c67a234f601
222,item6,Technology (Software/ Internet),906241d5-ce95-11eb-9850-7c67a234f601
223,item8,Retail/ E-Commerce,90625b11-ce95-11eb-b351-7c67a234f601
224,item5,Education,90625b11-ce95-11eb-b351-7c67a234f601
225,item12,Marketing,90625b11-ce95-11eb-b351-7c67a234f601
226,item1,Finance,90626928-ce95-11eb-8f5e-7c67a234f601
227,item3,Consulting,90626928-ce95-11eb-8f5e-7c67a234f601
228,item11,Insurance,90626928-ce95-11eb-8f5e-7c67a234f601
229,item8,Retail/ E-Commerce,90626928-ce95-11eb-8f5e-7c67a234f601
230,item6,Technology (Software/ Internet),90626929-ce95-11eb-86fe-7c67a234f601
231,item13,Communications,90626929-ce95-11eb-86fe-7c67a234f601
232,item8,Retail/ E-Commerce,90626929-ce95-11eb-86fe-7c67a234f601
233,item5,Education,90626929-ce95-11eb-86fe-7c67a234f601
234,item4,Public Sector/ Non-Profit Agencies,90626929-ce95-11eb-86fe-7c67a234f601
235,item2,Healthcare,90626929-ce95-11eb-86fe-7c67a234f601
236,item1,Finance,90626929-ce95-11eb-86fe-7c67a234f601
237,item6,Technology (Software/ Internet),9062692a-ce95-11eb-8ab8-7c67a234f601
238,item1,Finance,90628a02-ce95-11eb-9291-7c67a234f601
239,item12,Marketing,90628a02-ce95-11eb-9291-7c67a234f601
240,item13,Communications,90628a02-ce95-11eb-9291-7c67a234f601
241,item5,Education,90628fbe-ce95-11eb-bb9e-7c67a234f601
242,item13,Communications,90628fbe-ce95-11eb-bb9e-7c67a234f601
243,item6,Technology (Software/ Internet),90628fbe-ce95-11eb-bb9e-7c67a234f601
244,item3,Consulting,90628fbf-ce95-11eb-819c-7c67a234f601
245,item11,Insurance,90628fbf-ce95-11eb-819c-7c67a234f601
246,item1,Finance,90628fbf-ce95-11eb-819c-7c67a234f601
247,item1,Finance,90628fc0-ce95-11eb-8dae-7c67a234f601
248,item3,Consulting,90628fc0-ce95-11eb-8dae-7c67a234f601
249,item6,Technology (Software/ Internet),90628fc0-ce95-11eb-8dae-7c67a234f601
250,item8,Retail/ E-Commerce,90628fc0-ce95-11eb-8dae-7c67a234f601
251,item12,Marketing,90628fc0-ce95-11eb-8dae-7c67a234f601
252,item13,Communications,90628fc0-ce95-11eb-8dae-7c67a234f601
253,item2,Healthcare,9062b753-ce95-11eb-8959-7c67a234f601
254,item8,Retail/ E-Commerce,9062b753-ce95-11eb-8959-7c67a234f601
255,item4,Public Sector/ Non-Profit Agencies,9062b753-ce95-11eb-8959-7c67a234f601
256,item12,Marketing,9062b754-ce95-11eb-b31e-7c67a234f601
257,item12,Marketing,9062b755-ce95-11eb-85a2-7c67a234f601
258,item4,Public Sector/ Non-Profit Agencies,9062b755-ce95-11eb-85a2-7c67a234f601
259,item1,Finance,9062b755-ce95-11eb-85a2-7c67a234f601
260,item6,Technology (Software/ Internet),9062b755-ce95-11eb-85a2-7c67a234f601
261,item1,Finance,9062ddb1-ce95-11eb-bd2f-7c67a234f601
262,item12,Marketing,9062ddb1-ce95-11eb-bd2f-7c67a234f601
263,item8,Retail/ E-Commerce,9062ddb1-ce95-11eb-bd2f-7c67a234f601
264,item11,Insurance,9062ddb1-ce95-11eb-bd2f-7c67a234f601
265,item6,Technology (Software/ Internet),9062ddb2-ce95-11eb-89d0-7c67a234f601
266,item12,Marketing,9062ddb3-ce95-11eb-acc8-7c67a234f601
267,item13,Communications,9062ddb3-ce95-11eb-acc8-7c67a234f601
268,item1,Finance,9062ddb3-ce95-11eb-acc8-7c67a234f601
269,item1,Finance,906304a6-ce95-11eb-b475-7c67a234f601
270,item6,Technology (Software/ Internet),906304a7-ce95-11eb-b805-7c67a234f601
271,item4,Public Sector/ Non-Profit Agencies,906304a7-ce95-11eb-b805-7c67a234f601
272,item1,Finance,906304a7-ce95-11eb-b805-7c67a234f601
273,item2,Healthcare,906304a7-ce95-11eb-b805-7c67a234f601
274,item8,Retail/ E-Commerce,906304a7-ce95-11eb-b805-7c67a234f601
275,item13,Communications,906304a7-ce95-11eb-b805-7c67a234f601
276,item9,Manufacturing,906304a7-ce95-11eb-b805-7c67a234f601
277,item7,Energy,906304a7-ce95-11eb-b805-7c67a234f601
278,item12,Marketing,906304a7-ce95-11eb-b805-7c67a234f601
279,item13,Communications,90632b9f-ce95-11eb-bb7f-7c67a234f601
280,item4,Public Sector/ Non-Profit Agencies,90632b9f-ce95-11eb-bb7f-7c67a234f601
281,item3,Consulting,90632b9f-ce95-11eb-bb7f-7c67a234f601
282,item6,Technology (Software/ Internet),90632ba0-ce95-11eb-b7c2-7c67a234f601
283,item6,Technology (Software/ Internet),9063799a-ce95-11eb-b32b-7c67a234f601
284,item6,Technology (Software/ Internet),9063a260-ce95-11eb-87e8-7c67a234f601
285,item8,Retail/ E-Commerce,9063a260-ce95-11eb-87e8-7c67a234f601
286,item3,Consulting,9063a260-ce95-11eb-87e8-7c67a234f601
287,item1,Finance,9063c77d-ce95-11eb-a120-7c67a234f601
288,item8,Retail/ E-Commerce,9063c77d-ce95-11eb-a120-7c67a234f601
289,item9,Manufacturing,9063c77d-ce95-11eb-a120-7c67a234f601
290,other,other,9063c77e-ce95-11eb-81b3-7c67a234f601
291,item3,Consulting,9063c77e-ce95-11eb-81b3-7c67a234f601
292,item1,Finance,9063c77e-ce95-11eb-81b3-7c67a234f601
293,item6,Technology (Software/ Internet),9063ee76-ce95-11eb-a84b-7c67a234f601
294,item8,Retail/ E-Commerce,9063ee76-ce95-11eb-a84b-7c67a234f601
295,item8,Retail/ E-Commerce,9063ee77-ce95-11eb-9098-7c67a234f601
296,item12,Marketing,9063ee77-ce95-11eb-9098-7c67a234f601
297,item6,Technology (Software/ Internet),9063ee77-ce95-11eb-9098-7c67a234f601
298,item8,Retail/ E-Commerce,9063ee78-ce95-11eb-a8d6-7c67a234f601
299,item6,Technology (Software/ Internet),9063ee78-ce95-11eb-a8d6-7c67a234f601
300,item12,Marketing,9063ee78-ce95-11eb-a8d6-7c67a234f601
301,item1,Finance,9063ee78-ce95-11eb-a8d6-7c67a234f601
302,item6,Technology (Software/ Internet),90642613-ce95-11eb-8b26-7c67a234f601
303,item13,Communications,90642613-ce95-11eb-8b26-7c67a234f601
304,item12,Marketing,90642613-ce95-11eb-8b26-7c67a234f601
305,item6,Technology (Software/ Internet),90642614-ce95-11eb-8db0-7c67a234f601
306,item13,Communications,90642614-ce95-11eb-8db0-7c67a234f601
307,item12,Marketing,90642614-ce95-11eb-8db0-7c67a234f601
308,item1,Finance,90642614-ce95-11eb-8db0-7c67a234f601
309,item3,Consulting,90642614-ce95-11eb-8db0-7c67a234f601
310,item6,Technology (Software/ Internet),90643c59-ce95-11eb-aec2-7c67a234f601
311,item13,Communications,90643c59-ce95-11eb-aec2-7c67a234f601
312,item6,Technology (Software/ Internet),90643c5a-ce95-11eb-b510-7c67a234f601
313,item12,Marketing,90643c5a-ce95-11eb-b510-7c67a234f601
314,item13,Communications,90646353-ce95-11eb-9f27-7c67a234f601
315,item12,Marketing,90646353-ce95-11eb-9f27-7c67a234f601
316,item3,Consulting,90646353-ce95-11eb-9f27-7c67a234f601
317,item1,Finance,90646354-ce95-11eb-a5c9-7c67a234f601
318,item6,Technology (Software/ Internet),90646354-ce95-11eb-a5c9-7c67a234f601
319,item7,Energy,90646354-ce95-11eb-a5c9-7c67a234f601
320,item12,Marketing,90646354-ce95-11eb-a5c9-7c67a234f601
321,item10,Transportation,90646354-ce95-11eb-a5c9-7c67a234f601
322,item8,Retail/ E-Commerce,90646354-ce95-11eb-a5c9-7c67a234f601
323,item3,Consulting,90646355-ce95-11eb-ae9f-7c67a234f601
324,item1,Finance,9064923a-ce95-11eb-a2ad-7c67a234f601
325,item4,Public Sector/ Non-Profit Agencies,9064923a-ce95-11eb-a2ad-7c67a234f601
326,item12,Marketing,9064923a-ce95-11eb-a2ad-7c67a234f601
327,item5,Education,9064923b-ce95-11eb-a771-7c67a234f601
328,item7,Energy,9064923b-ce95-11eb-a771-7c67a234f601
329,item1,Finance,9064b6be-ce95-11eb-b2ac-7c67a234f601
330,item6,Technology (Software/ Internet),9064b6be-ce95-11eb-b2ac-7c67a234f601
331,item12,Marketing,9064b6be-ce95-11eb-b2ac-7c67a234f601
332,item3,Consulting,9064b6be-ce95-11eb-b2ac-7c67a234f601
333,other,other,9064b6be-ce95-11eb-b2ac-7c67a234f601
334,item13,Communications,9064c427-ce95-11eb-9d48-7c67a234f601
335,item5,Education,9064c427-ce95-11eb-9d48-7c67a234f601
336,item6,Technology (Software/ Internet),9064c427-ce95-11eb-9d48-7c67a234f601
337,item1,Finance,9064c428-ce95-11eb-a021-7c67a234f601
338,item2,Healthcare,9064c428-ce95-11eb-a021-7c67a234f601
339,item6,Technology (Software/ Internet),9064c428-ce95-11eb-a021-7c67a234f601
340,item8,Retail/ E-Commerce,9064c428-ce95-11eb-a021-7c67a234f601
341,item11,Insurance,9064c428-ce95-11eb-a021-7c67a234f601
342,item7,Energy,9064c428-ce95-11eb-a021-7c67a234f601
343,item3,Consulting,9064c428-ce95-11eb-a021-7c67a234f601
344,item10,Transportation,9064c428-ce95-11eb-a021-7c67a234f601
345,item3,Consulting,9064d839-ce95-11eb-8172-7c67a234f601
346,item6,Technology (Software/ Internet),9064d83a-ce95-11eb-9bef-7c67a234f601
347,item5,Education,9064d83a-ce95-11eb-9bef-7c67a234f601
348,item6,Technology (Software/ Internet),9064d83b-ce95-11eb-a034-7c67a234f601
349,item9,Manufacturing,9064d83b-ce95-11eb-a034-7c67a234f601
350,item1,Finance,9064d83b-ce95-11eb-a034-7c67a234f601
351,item1,Finance,9064d83c-ce95-11eb-bc96-7c67a234f601
352,item3,Consulting,9064d83c-ce95-11eb-bc96-7c67a234f601
353,item12,Marketing,9064d83c-ce95-11eb-bc96-7c67a234f601
354,item10,Transportation,9064d83c-ce95-11eb-bc96-7c67a234f601
355,item9,Manufacturing,9064d83c-ce95-11eb-bc96-7c67a234f601
356,item6,Technology (Software/ Internet),9064d83c-ce95-11eb-bc96-7c67a234f601
357,item1,Finance,9064ff26-ce95-11eb-8428-7c67a234f601
358,item12,Marketing,9064ff26-ce95-11eb-8428-7c67a234f601
359,item13,Communications,9064ff26-ce95-11eb-8428-7c67a234f601
360,item6,Technology (Software/ Internet),9064ff26-ce95-11eb-8428-7c67a234f601
361,item3,Consulting,9064ff26-ce95-11eb-8428-7c67a234f601
362,item5,Education,9064ff26-ce95-11eb-8428-7c67a234f601
363,item11,Insurance,9064ff26-ce95-11eb-8428-7c67a234f601
364,item2,Healthcare,9064ff27-ce95-11eb-aaa6-7c67a234f601
365,item3,Consulting,9064ff27-ce95-11eb-aaa6-7c67a234f601
366,item1,Finance,9064ff27-ce95-11eb-aaa6-7c67a234f601
367,item8,Retail/ E-Commerce,9064ff27-ce95-11eb-aaa6-7c67a234f601
368,item9,Manufacturing,9064ff27-ce95-11eb-aaa6-7c67a234f601
